,Comment ID,Trust,Respondent ID,Date,Service type 1,Service type 2,FFT categorical answer,FFT question,FFT answer
4554,NEAS PTS 1300 - Q1,NEAS,NEAS PTS 1300,30/04/2022,PTS  - Patient Transport,,1,FFT Why?,Nothing.
967,NEAS S&C 6364 - Q1,NEAS,NEAS S&C 6364,21/09/2022,See and Convey,,1,FFT Why?,Very quick and vey professional tge lady was amazing 
2345,NEAS 111 2645 - Q3,NEAS,NEAS 111 2645,10/09/2022,111,,1,"Please describe any things about the 111 service that
you were particularly satisfied and/or dissatisfied with","Very satisfied with all the responses, from initial call answer through to Assessment call and visit by ambulance service.I was not dissatisfied by any step."
3416,NEAS PTS 831 - Q2,NEAS,NEAS PTS 831,31/12/2021,PTS  - Patient Transport,,1,How could we improve?,A very efficient and excellent service.
3688,NEAS PTS 1653 - Q2,NEAS,NEAS PTS 1653,31/07/2022,PTS  - Patient Transport,,1,How could we improve?,Pleasant and helpful.
741,NEAS S&C 4443 - Q1,NEAS,NEAS S&C 4443,03/05/2022,See and Convey,,1,FFT Why?,"My 84 year old  mother had a fall outside and suffered a head injury which was bleeding heavily.  I called 999 and the ambulance arrived 2 minutes after.    Staff were excellent and have no complaints whatsoever.  Professional, kind, calmingand truly angels in disguise."
5097,NHFT 1972 - Q2,NHFT,NHFT 1972,01/02/2022,Local partnerships- MH,Mental health services for older people,7,What was good?,Very friendly.
1506,NHFT 246 - Q2,NHFT,NHFT 246,13/07/2021,Community health services,Children and young people,1,What was good?,Everything.
2988,NEAS 111 1575 - Q2,NEAS,NEAS 111 1575,10/02/2022,111,,1,How could we improve?,They responded very quickly 
6575,NEAS S&C 5574 - Q2,NEAS,NEAS S&C 5574,27/07/2022,See and Convey,,1,How could we improve?,Nothing. Great caring and considerate people. 
7393,NEAS PTS 1072 - Q2,NEAS,NEAS PTS 1072,28/02/2022,PTS  - Patient Transport,,1,How could we improve?,Because staff always behave well.
2308,NEAS 111 2510 - Q1,NEAS,NEAS 111 2510,09/08/2022,111,,1,FFT Why?,"Nothing really, it was a very good experience. Such a shame GP surgery doesn't give same service "
597,NEAS S&C 3219 - Q1,NEAS,NEAS S&C 3219,28/01/2022,See and Convey,,1,FFT Why?,Prompt service and very friendly paramedics that helped to soothe a stressful situation. 
2904,NEAS 111 1267 - Q2,NEAS,NEAS 111 1267,30/11/2021,111,,2,How could we improve?,The way that the questions drilled down the problem I had and advice given.
7773,NEAS 111 1269 - Q1,NEAS,NEAS 111 1269,30/11/2021,111,,6,FFT Why?,Find a quicker response system.
6366,NEAS S&C 3789 - Q2,NEAS,NEAS S&C 3789,18/03/2022,See and Convey,,1,How could we improve?,Nothing
4066,NEAS S&C 4494 - Q2,NEAS,NEAS S&C 4494,05/10/2022,See and Convey,,2,How could we improve?,Got there quicker
1814,NHFT 1371 - Q2,NHFT,NHFT 1371,15/03/2022,Forensic,High secure PD pathway,1,What was good?,"Care for you.
Good at listening. "
1411,NHFT 1590 - Q2,NHFT,NHFT 1590,13/04/2022,Local partnerships- MH,Adult mental health,1,What was good?,Regular visits.  Helpful nurses. 
6396,NEAS S&C 4044 - Q2,NEAS,NEAS S&C 4044,08/04/2022,See and Convey,,1,How could we improve?,Happy in general
3564,NEAS PTS 1281 - Q2,NEAS,NEAS PTS 1281,31/03/2022,PTS  - Patient Transport,,1,How could we improve?,Always very helpful.
6696,NEAS 111 2027 - Q1,NEAS,NEAS 111 2027,17/05/2022,111,,4,FFT Why?,Offered patient transport. I couldn’t afford a taxi and could not walk without assistance for more than a few steps.Offer assistance with mobility at the hospital.
2597,NHFT 981 - Q1,NHFT,NHFT 981,02/11/2021,,,7,What could we do better?,Nothing!
1981,NEAS 111 1289 - Q1,NEAS,NEAS 111 1289,30/11/2021,111,,5,FFT Why?,Answer the phone and have the resources to provide meaningful service 
6732,NEAS S&C 2810 - Q1,NEAS,NEAS S&C 2810,09/12/2021,See and Convey,,1,FFT Why?,Because they listened and understood and took into consideration the ladies disabilities really well 
7157,NHFT 1497 - Q1,NHFT,NHFT 1497,02/04/2022,Community health services,South Notts,1,What could we do better?,Nothing
874,NEAS S&C 5573 - Q2,NEAS,NEAS S&C 5573,27/07/2022,See and Convey,,4,How could we improve?,"Just get to patients quicker, emoly more staff"
656,NEAS S&C 3720 - Q2,NEAS,NEAS S&C 3720,09/03/2022,See and Convey,,1,How could we improve?,I don't think there is anything to be honest.
4111,NEAS S&C 4877 - Q1,NEAS,NEAS S&C 4877,5/31/2022,See and Convey,,1,FFT Why?,Very quick and paramedic was lovely 
2736,NHFT 1754 - Q2,NHFT,NHFT 1754,10/03/2022,,,5,What was good?,Nothing.
3123,NEAS 111 2074 - Q1,NEAS,NEAS 111 2074,31/05/2022,111,,4,FFT Why?,When patients call not to continuously hang up the phone on them.
5471,NHFT 1211 - Q1,NHFT,NHFT 1211,09/12/2021,Local partnerships- MH,CAMHS,1,What could we do better?,"Extended services to provide support, and more in depth analysis of root problems."
2403,NHFT 120 - Q1,NHFT,NHFT 120,05/07/2021,Local partnerships- MH,Mental health services for older people,1,What could we do better?,The time was short. 
6694,NEAS 111 1955 - Q3,NEAS,NEAS 111 1955,30/04/2022,111,,2,"Please describe any things about the 111 service that 
you were particularly satisfied and/or dissatisfied with",Very reassuring and direction very good as I am deaf.
2980,NEAS 111 1546 - Q1,NEAS,NEAS 111 1546,31/01/2022,111,,2,FFT Why?,Nothing.
1714,NHFT 1143 - Q1,NHFT,NHFT 1143,20/01/2022,Local partnerships- MH,Mental health services for older people,2,What could we do better?,The good can be cold and sometimes uneatable. 
2014,NEAS 111 1410 - Q1,NEAS,NEAS 111 1410,31/12/2021,111,,7,FFT Why?,Had enough people to answer telephone. Had a numbering system e.g. you are all in the queue.
2544,NHFT 701 - Q1,NHFT,NHFT 701,30/09/2021,Forensic,High secure women's service,2,What could we do better?,"Listen to us, be kinder to us. "
361,NEAS PTS 1620 - Q1,NEAS,NEAS PTS 1620,30/06/2022,PTS  - Patient Transport,,5,FFT Why?,They could have kept me informed much earlier that they could not get to me in time.
1433,NHFT 1810 - Q1,NHFT,NHFT 1810,15/05/2022,Community health services,Specialist Services and CYP,1,What could we do better?,"Check that all stitches are removed, when they are due to be taken out."
7637,NEAS PTS 1816 - Q2,NEAS,NEAS PTS 1816,31/08/2022,PTS  - Patient Transport,,2,How could we improve?,Drivers were pleasant.
278,NEAS PTS 1368 - Q1,NEAS,NEAS PTS 1368,31/05/2022,PTS  - Patient Transport,,1,FFT Why?,You could not improve on it at all. I felt so safe.
2032,NEAS 111 1483 - Q2,NEAS,NEAS 111 1483,31/01/2022,111,,2,How could we improve?,Understood the importance of the phonecall.
103,NEAS PTS 840 - Q1,NEAS,NEAS PTS 840,31/12/2021,PTS  - Patient Transport,,1,FFT Why?,"Nothing, same as above."
902,NEAS S&C 5811 - Q2,NEAS,NEAS S&C 5811,09/08/2022,See and Convey,,2,How could we improve?,"As previous after stating which emergency, I waited minutes for the call to be answered. Which could be the difference between life and death. "
6888,NHFT 578 - Q1,NHFT,NHFT 578,15/09/2021,Local partnerships- MH,Mental health services for older people,1,What could we do better?,"As far as I was concerned the service was excellent.  
It was rather noisy."
1500,NHFT 226 - Q2,NHFT,NHFT 226,08/07/2021,Local partnerships- MH,Mental health services for older people,7,What was good?,Friendly & concerned manner.
7544,NEAS PTS 1534 - Q2,NEAS,NEAS PTS 1534,31/05/2022,PTS  - Patient Transport,,1,How could we improve?,Have always give 100%
3883,NEAS S&C 2930 - Q2,NEAS,NEAS S&C 2930,12/10/2021,See and Convey,,1,How could we improve?,Nothing else could have been done 
876,NEAS S&C 5590 - Q2,NEAS,NEAS S&C 5590,27/07/2022,See and Convey,,1,How could we improve?,Nothing except the operator needing to speak to the patient who was struggling to speak but wouldn't take no for an answer but that was the control room staff not the medical personnel 
3168,NEAS 111 2239 - Q1,NEAS,NEAS 111 2239,21/06/2022,111,,2,FFT Why?,Answer the phones quicker could be more useful 
4199,NEAS S&C 5625 - Q1,NEAS,NEAS S&C 5625,7/27/2022,See and Convey,,2,FFT Why?,Good Triage system. Kept informed of delay.
6163,NEAS 111 2723 - Q2,NEAS,NEAS 111 2723,30/09/2022,111,,1,How could we improve?,Everything quickly sorted.
29,NEAS PTS 615 - Q1,NEAS,NEAS PTS 615,05/10/2021,PTS  - Patient Transport,,5,FFT Why?,2 hours on the phone and still did not get through I cannot afford a phone bill like that
2955,NEAS 111 1454 - Q2,NEAS,NEAS 111 1454,18/01/2022,111,,3,How could we improve?,"Length of time for call to be answered, I waited for almost 2 hours for my call to be answered, due to this being for my child I was unable to use the online service. Once my call was answered I cannot fault the service provided "
5867,NEAS 111 1627 - Q1,NEAS,NEAS 111 1627,28/02/2022,111,,5,FFT Why?,"When trying to discuss with responder on info I had been given by district nurse. She said ""it doesn’t work like that. Identify clearer procedures."
6190,NEAS S&C 2285 - Q1,NEAS,NEAS S&C 2285,08/10/2021,See and Convey,,1,FFT Why?,Both paramedics were amazing and empathetic throughout. 
5027,NHFT 1227 - Q2,NHFT,NHFT 1227,21/12/2021,,,4,What was good?,Friendly.
860,NEAS S&C 5454 - Q2,NEAS,NEAS S&C 5454,19/07/2022,See and Convey,,1,How could we improve?,Absolutely nothing 
6965,NHFT 950 - Q1,NHFT,NHFT 950,26/10/2021,Local partnerships- MH,Mental health services for older people,2,What could we do better?,"More staff, as they are always sort staffed."
2424,NHFT 203 - Q1,NHFT,NHFT 203,08/07/2021,Local partnerships- MH,Mental health services for older people,1,What could we do better?,In current climate nothing could be done any better.
1318,NHFT 1246 - Q2,NHFT,NHFT 1246,15/02/2022,Forensic,Offender health,1,What was good?,Everybody was very helpful.  At least this dose put my mind a rest. 
2884,NEAS 111 1194 - Q1,NEAS,NEAS 111 1194,02/11/2021,111,,2,FFT Why?,Shorter waiting time. I waiting almost 2 hours before I spoke to someone 
4999,NHFT 1010 - Q1,NHFT,NHFT 1010,02/11/2021,Local partnerships- MH,Adult mental health,2,What could we do better?,Nothing that I can think of. The mental health act itself is what made the experience bad.
1087,NHFT 454 - Q2,NHFT,NHFT 454,23/08/2021,Community health services,Rushcliffe,1,What was good?,Able to put into immediate effect any changes to medication based on my experiences.
2844,NEAS 111 1047 - Q2,NEAS,NEAS 111 1047,08/10/2021,111,,1,How could we improve?,Terrible tooth ache
414,NEAS PTS 1782 - Q1,NEAS,NEAS PTS 1782,05/08/2022,PTS  - Patient Transport,,1,FFT Why?,Everything was great 
6173,NEAS 111 2763 - Q3,NEAS,NEAS 111 2763,30/09/2022,111,,2,"Please describe any things about the 111 service that
you were particularly satisfied and/or dissatisfied with",Only the lack of privacy later.
675,NEAS S&C 3882 - Q1,NEAS,NEAS S&C 3882,31/03/2022,See and Convey,,1,FFT Why?,Ambulance arrived quickly.
276,NEAS PTS 1362 - Q1,NEAS,NEAS PTS 1362,31/05/2022,PTS  - Patient Transport,,1,FFT Why?,"Could have nothing better, very satisfied."
6295,NEAS S&C 3186 - Q1,NEAS,NEAS S&C 3186,22/01/2022,See and Convey,,1,FFT Why?,My wife stop breathing 
3533,NEAS PTS 1188 - Q2,NEAS,NEAS PTS 1188,31/03/2022,PTS  - Patient Transport,,1,How could we improve?,Always been very satisfied.
1135,NHFT 636 - Q2,NHFT,NHFT 636,22/09/2021,Community health services,Children and young people,1,What was good?,"Friendly, supportive, understanding service."
7790,NEAS 111 1999 - Q3,NEAS,NEAS 111 1999,03/05/2022,111,,1,"Please describe any things about the 111 service that 
you were particularly satisfied and/or dissatisfied with",The person who answered the call was kind and calm. The only downside was how long we had to wait for the paramedics to come (we ended up getting a taxi after waiting 3 hours in the middle of the night). If we had been given an accurate time estimate we c
4959,NHFT 818 - Q1,NHFT,NHFT 818,07/10/2021,Community health services,Specialist Services and CYP,1,What could we do better?,Service is difficult to improve. 
5786,NEAS 111 1330 - Q1,NEAS,NEAS 111 1330,10/12/2021,111,,2,FFT Why?,Shortened waiting time 
3069,NEAS 111 1876 - Q1,NEAS,NEAS 111 1876,19/04/2022,111,,1,FFT Why?,No
4168,NEAS S&C 5361 - Q2,NEAS,NEAS S&C 5361,07/12/2022,See and Convey,,4,How could we improve?,I had to keep trying to explaining where we were even though it's literally one straight road and was a bad RTC involving a car and a motorbike. Handler said I'd receive a text to pin point my location although I'd explained I wouldn't recieced it as hadn't had signal for a few days due to local mast problems. Luckily another ambulance on a different job was passing but wasn't going to stop/ help until they seen the seriousness off accident.
153,NEAS PTS 993 - Q1,NEAS,NEAS PTS 993,01/02/2022,PTS  - Patient Transport,,5,FFT Why?,"Increase capacity or have transport for between hospitals only. even a car would have given me a better chance. I needed an emergency op and waited 4-5 hours to go from Cramlington to RVI. at one point I was asked if family member could come get me instead as it would be my best chance, very scary! Staff lovely and excellent service once it eventually arrived. RVI kept ringing to see where i was, which caused me anxiety and worry."
1512,NHFT 268 - Q2,NHFT,NHFT 268,16/07/2021,Community health services,Children and young people,1,What was good?,Talk to me while doing it.
218,NEAS PTS 1188 - Q1,NEAS,NEAS PTS 1188,31/03/2022,PTS  - Patient Transport,,1,FFT Why?,Nothing.
3402,NEAS PTS 789 - Q2,NEAS,NEAS PTS 789,30/11/2021,PTS  - Patient Transport,,1,How could we improve?,"Excellent service on time and staff were very helpful as I am dependent on use of zimmer frame, and handicapped."
6398,NEAS S&C 4061 - Q2,NEAS,NEAS S&C 4061,08/04/2022,See and Convey,,1,How could we improve?,Nothing
907,NEAS S&C 5854 - Q1,NEAS,NEAS S&C 5854,09/08/2022,See and Convey,,2,FFT Why?,The staff on the switchboard kept me up to date with progress and the paramedics were very kind and helpful 
142,NEAS PTS 960 - Q1,NEAS,NEAS PTS 960,31/01/2022,PTS  - Patient Transport,,1,FFT Why?,They could not do any better because they were 1st class.
4058,NEAS S&C 4426 - Q2,NEAS,NEAS S&C 4426,05/03/2022,See and Convey,,1,How could we improve?,I am aware things can always be improved but on this occasion cannot think of anything 
7461,NEAS PTS 1282 - Q2,NEAS,NEAS PTS 1282,31/03/2022,PTS  - Patient Transport,,1,How could we improve?,I am disabled and need help to get on and off the ambulance.
3562,NEAS PTS 1275 - Q2,NEAS,NEAS PTS 1275,31/03/2022,PTS  - Patient Transport,,1,How could we improve?,"Because the service is very good, and staff are very caring."
2722,NHFT 1295 - Q2,NHFT,NHFT 1295,28/02/2022,Local partnerships- MH,Adult mental health,1,What was good?,"The consistency of the appointment, same time and day each week.  My therapist was very understanding.  I felt like I could speak to him.  Very knowledgeable about OCD which is key.  The reception was helpful. I'm very grateful for receiving this therapy, so just thank you. "
6277,NEAS S&C 3033 - Q1,NEAS,NEAS S&C 3033,31/12/2021,See and Convey,,1,FFT Why?,"Enthusiasm generated by the ""crew"", so reassuring."
1197,NHFT 916 - Q2,NHFT,NHFT 916,26/10/2021,Community health services,Specialist Services and CYP,1,What was good?,Fantastic Health Visitor. Been a massive help and explained everything I need to know.
1850,NHFT 1493 - Q2,NHFT,NHFT 1493,02/04/2022,Community health services,South Notts,1,What was good?,Everything is good the community is great. 
1693,NHFT 1224 - Q2,NHFT,NHFT 1224,18/12/2021,Local partnerships- MH,Mental health services for older people,2,What was good?,"Food is excellent, lots of variety. I am very happy with how my stay was. I was respected a lot by mostly all the staff. Male staff in particular."
6941,NHFT 827 - Q2,NHFT,NHFT 827,07/10/2021,Community health services,Specialist Services and CYP,1,What was good?,Lovely staff. Efficient service.
5055,NHFT 1177 - Q2,NHFT,NHFT 1177,25/01/2022,Local partnerships- MH,Mental health services for older people,1,What was good?,"The care & attention given by all staff all the time I was here, sorry to have to leave. "
